Group,Marker Icon,Marker Color,Icon Color,Custom Size,Name,Image,Description,Location,Latitude,Longitude,Found,Quality,Source
Politics & General News,,darkblue,white,,<center><font size= 4>Aristo</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 19uu-194u
<br><b>Location:</b>Los Angeles, California
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b>Aristo Publishing Co. 
","Los Angeles, California",34.0522342,-118.2436849,"Los Angeles, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Arizona</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1943-1950
<br><b>Location:</b>Tucson, Arizona
<br><b> Editor/ Director/ Proprietor: </b> Carmen Ceceilia Beltran (Editor)
","Tucson, Arizona",32.2226066,-110.9747108,"Tucson, AZ, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Arqueología Americana</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1926-.
<br><b>Location:</b>Washington, D.C
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> La Union Panamericana
","Washington, D.C",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Arroz</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1947-19uu
<br><b>Location:</b>New Orleans, Louisiana
<br><b> Distribution: </b> Monthly","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>Artes y Letras</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Artes%20y%20Letras%20(New%20York).JPG?raw=true,"<p><b> Years: </b> 1933-1939?
<br><b>Location:</b> , New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> J.S. de Citron (Editor)
",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>Artistas Hispanos</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Artistas%20Hispanos.JPG?raw=true,"<p><b> Years: </b>1948-19uu 
<br><b>Location:</b>New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Trimestral
<br><b> Editor/ Director/ Proprietor: </b> Isabel Cuchi (Editor)
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Asociación Interamericana de Ingeniería Sanitaria: Organo Oficial</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1947-1950
<br><b>Location:</b>Washington, 
<br><b>Language:</b> Spanish; Portuguese; English","Washington,",47.7510741,-120.7401385,"Washington, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Astro</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1960-19uu
<br><b>Location:</b>Miami, Florida
<br><b> Editor/ Director/ Proprietor: </b> Rafael Hernandez Dalmas (Editor)
","Miami, Florida",25.7616798,-80.1917902,"Miami, FL, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>Ateneo: Revista Cultural</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Ateneo%20(New%20York%20Abril%201934).PNG?raw=true,"<p><b> Years: </b> 1934-19uu
<br><b>Location:</b>New York, New York
<br><b> Editor/ Director/ Proprietor: </b> Center for Puertorrican Studies","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Atrevido</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1887-1uuu
<br><b>Location:</b>Las Vegas, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Additional Information: </b> East Last Vegas, N. M.  ","Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Aurora</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/No%20Image%20.jpg,"<p><b> Years: </b> 190u-19uu
<br><b>Location:</b> Laredo, Texas
<br><b> Editor/ Director/ Proprietor: </b> Sara Estela Ramirez","Laredo, Texas",27.5035613,-99.5075519,"Laredo, TX, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Aurora</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1900-19uu
<br><b>Location:</b>Las Vegas, New Mexico","Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Aurora</center></Font>,"https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Aurora%20(Nueva%20York,%20NY%201923).PNG?raw=true","<p><b> Years: </b> 1922?-19uu
<br><b>Location:</b>New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Semimonthly","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Avance Exilio</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Avance%20Exilio%20-%20Avance%20Criollo%20(Miami%20Florida%201960).PNG?raw=true,"<br><b>Location:</b>Miami, Florida
<br><b> Editor/ Director/ Proprietor: </b> E. Menendez (Editor)","Miami, Florida",25.7616798,-80.1917902,"Miami, FL, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Avispa (Abeja)  de Nueva Orleans</center></Font>,"https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/La%20Abeja%20de%20Nueva%20Orleans%20(Mayo%2001,%201830%20-%20Primera%20pagina%20en%20espa%C3%B1ol).PNG?raw=true","<p><b> Years: </b> 1843?-18uu
<br><b>Location:</b>New Orleans, Louisiana
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Triweekly
<br><b> Editor/ Director/ Proprietor: </b> Tomas Cocco (Editor)
","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Azucena</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1907-1916?
<br><b>Location:</b>San Francisco, California
<br><b> Editor/ Director/ Proprietor: </b> P. Fijols (Editor)","San Francisco, California",37.7749295,-122.4194155,"San Francisco, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Azusa Valley News</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1885?-1894?
<br><b>Location:</b>Azusa, Los Angeles County, California
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly; semiweekly
<br><b> Editor/ Director/ Proprietor: </b> Georges Bentley Co.
","Azusa, Los Angeles County, California",34.1336186,-117.9075627,"Azusa, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Baja California</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1918?-19uu
<br><b>Location:</b>San Diego, California
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b>S.G. Velazquez (Editor) ","San Diego, California",32.715738,-117.1610838,"San Diego, CA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bandera de la Unión</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1863-1uuu
<br><b>Location:</b>Albuquerque, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Banner</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1890-1uuu
<br><b>Location:</b>Springs, New Mexico
<br><b>Language:</b> Spanish; English","Springs, New Mexico",35.6539311,-105.2916769,"Hot Springs, NM 87731, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bee</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/The%20Bee%20(New%20Orleans).JPG?raw=true,"<br><b>Location:</b>New Orleans, Louisiana
<br><b> Editor/ Director/ Proprietor: </b> F. Delaup (Editor)","New Orleans, Louisiana",29.9510658,-90.0715323,"New Orleans, LA, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Belen News</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Belen%20News%20(New%20Mexico%201921).PNG?raw=true,"<p><b> Years: </b> 19uu–1947
<br><b>Location:</b>Belen, New Mexico
<br><b> Editor/ Director/ Proprietor: </b> Hispano American Pub Co. ","Belen, New Mexico",34.6627652,-106.7761546,"Belen, NM 87002, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Beliota</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<br><b>Location:</b>Las Vegas, New Mexico
 <br><b>See The Acorn                                                                                                                                                                  <br><b> Editor/ Director/ Proprietor: Ancheta & MessDirector/ Proprietor: </b> Ancheta & Mess ","Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bellota</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<br><b>Location:</b>Las Vegas, New Mexico
<br><b> Editor/ Director/ Proprietor: </b> Ancheta & Mess                                                                                                           <br><b> See: The Acorn","Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bernalillo Condado Demócrata</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 18uu-18uu
<br><b>Location:</b>Albuquerque, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Editor/ Director/ Proprietor: </b> Las Comitivas Democraticas","Albuquerque, New Mexico",35.0843859,-106.650422,"Albuquerque, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bernalillo Mirror</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1878-1879
<br><b>Location:</b>Bernalillo, New Mexico
<br><b>Language:</b>Spanish; English 
<br><b> Distribution: </b> Weekly","Bernalillo, New Mexico",35.30004,-106.5511369,"Bernalillo, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bernalillo Native</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 18uu-1uuu
<br><b>Location:</b>Bernalillo, New Mexico
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Weekly
<br><b> Editor/ Director/ Proprietor: </b> Chacon & Perea","Bernalillo, New Mexico",35.30004,-106.5511369,"Bernalillo, NM, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Bernalillo News</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1880-1882
<br><b>Location:</b>Bernalillo, New Mexico
<br><b>Language:</b> Spanish; English
<br><b> Distribution: </b> Weekly","Bernalillo, New Mexico",35.30004,-106.5511369,"Bernalillo, NM, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Bibliografía Hispanoamericana</center></Font>,"https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Bibliograf%C3%ADa%20Hispanoamericana%20(New%20York,%20NY).PNG?raw=true","<p><b> Years: </b> 1934-1937
<br><b>Location:</b>, New York
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Instituto de las Espanas en los Estados Unidos                                                          </b><b> Issued also as a section of Revista Hispánica Moderna",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Arts & Culture,,orange,white,,<center><font size= 4>Biblioteca Hispánica</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b>1900-1921
<br><b>Location:</b>, New York
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Hispanic Society of America",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Blanco y Negro</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1921?-19uu
<br><b>Location:</b>Tucson, Arizona
<br><b> Editor/ Director/ Proprietor: </b> Gustavo Solano","Tucson, Arizona",32.2226066,-110.9747108,"Tucson, AZ, USA",Match,Google
Politics & General News,,darkblue,white,,<center><font size= 4>Boletín</center></Font>,https://raw.githubusercontent.com/gbventura/Hispanic_Periodicals/master/Newspaper/Bolet%C3%ADn%20Casa%20de%20las%20Españas-Columbia%20University%20(New%20York%2C%201934).jpg,"<p><b> Years: </b> 1931-1934
<br><b>Location:</b>, New York
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b> Casa de las Españas-Columbia University",", New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Boletín</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Boletin%20(Tampa).JPG?raw=true,"<p><b> Years: </b> 1941-19uu
<br><b>Location:</b>Tampa, Florida
<br><b> Editor/ Director/ Proprietor: </b> Comite Consultivo Conjunto/Vicente Fraga (Director)","Tampa, Florida",27.950575,-82.4571776,"Tampa, FL, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Boletín</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1946-1946
<br><b>Location:</b>Washington, D. C.
<br><b> Editor/ Director/ Proprietor: </b> UN Relief and Rehabilitation Administration
UN Relief and Rehabilitation ","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Boletín</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Bolet%C3%ADn%20(Ateneo%20Americano%20de%20Washington%201949).PNG?raw=true,"<p><b> Years: </b> 1949-19uu
<br><b>Location:</b>Washington, D. C.
<br><b>Language:</b> Spanish
<br><b> Editor/ Director/ Proprietor: </b>Ateneo Americano de Washignton","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Boletín</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/Boletin%20(Panamerican%20Sanitary%20Union-%20Washington%20DC%201923).PNG?raw=true,"<p><b> Years: </b> 1922-.
<br><b>Location:</b>Washington, D. C.
<br><b>Language:</b> Spanish; English; Portuguese; French 
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b>Panamerican Sanitary Union 
","Washington, D. C.",38.9071923,-77.0368707,"Washington, DC, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Boletín “New History”</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1934-19uu
<br><b>Location:</b>New York, New York 
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Quarterly 
<br><b> Editor/ Director/ Proprietor: </b> New History 
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
Professions/Industries,,green,white,,<center><font size= 4>Boletín Agrícola y Ganadero del Condado del San Miguel</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1918-191u
<br><b>Location:</b> East Las Vegas, New Mexico
<br><b>Language:</b> Spanish 
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> Camara Agricola y de Ganaderia
","East Las Vegas, New Mexico",35.5942137,-105.2227978,"Las Vegas, NM 87701, USA",Match,Google
Religion,,purple,white,,<center><font size= 4>Boletín Católico Checoslovaco</center></Font>,https://github.com/gbventura/Hispanic_Periodicals/blob/master/Newspaper/No%20Image%20.jpg?raw=true,"<p><b> Years: </b> 1941-1946
<br><b>Location:</b> New York, New York
<br><b>Language:</b> Spanish
<br><b> Distribution: </b> Monthly
<br><b> Editor/ Director/ Proprietor: </b> Boletín Católico Checoslovaco
","New York, New York",40.7127753,-74.0059728,"New York, NY, USA",Match,Google
